"","leftEar_x","leftEar_y","leftEar_p","leftShoulder_x","leftShoulder_y","leftShoulder_p","neck_x","neck_y","neck_p","nose_x","nose_y","nose_p","rightEar_x","rightEar_y","rightEar_p","rightShoulder_x","rightShoulder_y","rightShoulder_p","spineLower_x","spineLower_y","spineLower_p","spineMid_x","spineMid_y","spineMid_p","spineUpper_x","spineUpper_y","spineUpper_p","tailBase_x","tailBase_y","tailBase_p"
"767",846.7743,70.89011,0.8302391,804.7723,115.38608,0.9445417,835.08905,126.89813,0.981513,816.33606,128.5192,0.87478834,811.4231,150.8237,0.80008876,782.6043,139.19008,0.80274314,835.3194,160.0059,0.96692085,795.44366,196.50531,0.9216103,775.12384,246.03537,0.90280366,735.1872,412.9835,0.9646172
"768",846.6813,70.42578,0.7993575,804.8125,115.47746,0.94541,835.2553,126.89813,0.9866357,816.492,128.5877,0.8718319,811.4258,151.05557,0.80670536,782.9048,139.25568,0.80478543,835.4878,160.0059,0.96067494,795.9053,196.53114,0.9249534,775.1388,246.0264,0.9019556,735.1872,412.9835,0.9635502
"769",846.5994,70.42578,0.8103675,804.9494,115.487045,0.9453032,835.35205,126.89813,0.9834002,816.492,128.5877,0.86834586,811.4258,151.08334,0.80189776,782.9048,139.26224,0.80205125,835.4878,160.0059,0.95499855,796.33435,196.55983,0.92860025,775.12384,246.03537,0.90133286,735.18,412.9835,0.96348196
"770",846.57117,70.42578,0.7897878,804.9494,115.5224,0.94191504,835.37775,126.98815,0.9801891,816.492,128.59482,0.8693421,811.4231,151.10834,0.79553485,782.9048,139.28941,0.79964983,835.4878,160.14087,0.9628593,796.46466,196.55983,0.9394621,775.11505,246.03537,0.907349,735.18,412.9835,0.9612762
"771",846.57117,70.988174,0.8294329,804.9494,115.487045,0.94830215,835.37775,127.13797,0.97502,816.4702,128.59482,0.8729553,811.1873,151.10834,0.80171907,782.8712,139.28941,0.8012692,835.32983,160.14087,0.9678235,796.46466,196.55983,0.941395,775.0868,246.08641,0.9103027,735.1771,413.00006,0.9655018
"772",846.5616,71.073364,0.8344098,804.787,115.47746,0.9488319,835.35205,127.13797,0.9775275,816.35767,128.59482,0.86764085,811.11945,151.08334,0.8041179,782.7876,139.26224,0.8014346,835.32983,160.14087,0.97334117,796.46466,196.55983,0.9310579,774.9811,246.09256,0.91125494,735.18,413.0004,0.9602453
"773",846.42194,71.07759,0.8070404,804.60236,115.487045,0.95533884,834.90466,127.4196,0.984964,816.0952,128.72438,0.8698132,811.1142,150.89514,0.81120056,782.7008,139.21445,0.80968773,835.2442,160.14087,0.96726406,796.2731,196.44606,0.93252367,774.96735,246.17393,0.9119674,735.18866,413.02997,0.96325403
"774",846.2537,71.103355,0.81845653,804.3703,115.536,0.9535552,834.62225,127.196144,0.98465586,816.0837,128.73793,0.8718924,810.9611,150.79398,0.80610704,782.67255,139.21445,0.8098075,835.2182,160.24568,0.9595312,796.1006,196.44606,0.9347436,774.94116,246.1771,0.9159328,735.19635,413.12567,0.96419984
"775",845.7636,71.911,0.82161015,804.18555,115.62129,0.9705947,834.1366,127.19263,0.9746869,815.62726,128.73793,0.87840796,810.8303,150.79398,0.8106277,782.54926,139.21445,0.81357133,835.0357,160.24568,0.9715852,795.548,196.44606,0.93463445,774.91504,246.20425,0.91582274,735.19635,413.16437,0.9620661
"776",845.1155,71.92582,0.84591454,803.9082,115.80002,0.9701461,834.01086,127.196144,0.9638563,815.1791,128.87106,0.86644006,810.4558,150.79398,0.8196585,782.24176,139.23303,0.813937,834.7307,160.53825,0.98356766,795.20557,196.38606,0.92494375,774.86584,246.22223,0.91971684,735.2221,413.16437,0.96509457
"777",844.8523,71.92582,0.83084464,803.1953,115.90527,0.9711779,833.6184,127.228165,0.9656119,814.7414,128.88553,0.8520355,810.0773,150.8931,0.83591354,782.03595,139.30022,0.81995934,834.58386,160.5714,0.9864625,794.8327,196.35983,0.91667706,774.69885,246.24646,0.92286706,735.2221,413.16437,0.9645442
"778",844.69434,71.92582,0.8237719,802.524,115.98043,0.967294,833.5202,127.228165,0.9733709,814.7038,129.65924,0.8457482,809.66,151.09773,0.8467094,781.929,139.41202,0.82547325,834.4124,160.6349,0.9885642,794.549,196.23871,0.90930146,774.68726,246.2449,0.92625916,735.19635,413.1493,0.9673727
"779",844.69434,71.85581,0.8102346,802.2787,115.98043,0.9693088,833.42926,127.27429,0.97719854,814.59186,129.65924,0.8488083,809.4344,151.09773,0.85383946,781.929,139.41202,0.8301588,834.2062,160.66286,0.9844164,794.4822,196.07547,0.90199333,774.657,246.2449,0.9305186,735.1669,413.02246,0.97043264
"780",844.8523,71.85581,0.7807267,802.2787,115.98043,0.9719704,833.24445,127.27429,0.9832665,814.55994,129.65924,0.8475973,809.4344,151.09773,0.85859275,781.9037,139.41202,0.83033997,834.0556,160.67786,0.9850553,794.28973,196.0282,0.89405555,774.6143,246.2449,0.9309344,735.1627,412.95984,0.9716851
"781",845.88293,71.85581,0.8127546,802.2787,115.64393,0.96969736,833.24445,127.27429,0.98781264,813.8957,129.14534,0.84297895,809.4344,151.06929,0.8585926,781.9037,139.26595,0.82621366,833.93286,160.75072,0.9835044,794.2656,195.98337,0.892729,774.6143,246.19849,0.9327992,735.1627,412.95984,0.96950644
"782",846.95325,71.94015,0.8540549,802.5816,114.91992,0.9567675,833.24445,127.27429,0.9824789,813.7084,128.89957,0.850149,809.45374,150.85173,0.85694325,781.80566,138.92928,0.82082015,833.90814,160.799,0.98050135,794.2605,195.94894,0.8912265,774.58685,246.17284,0.9357497,735.1627,412.95984,0.9712006
"783",847.7421,72.54348,0.89467067,803.35376,114.86448,0.94200504,833.1643,127.27429,0.98555195,813.7084,128.89957,0.84690434,809.5682,150.85173,0.848516,781.7241,138.53043,0.8177137,833.8304,160.91284,0.98113966,794.2242,195.67824,0.89187175,774.51764,246.17284,0.9313104,735.2025,413.07,0.96565443
"784",849.66016,73.89872,1,803.476,114.86448,0.9287418,833.31744,127.42959,0.9967524,813.7084,128.89957,0.8493259,809.6274,150.85173,0.8445176,781.7241,138.53043,0.80732584,833.8304,161.03058,0.981572,794.19507,195.67824,0.89527935,774.503,246.17284,0.92630357,735.21295,413.18704,0.9636184
"785",851.8698,76.83081,1,804.53253,114.86448,0.92613065,833.3616,129.46115,1,814.6398,129.68265,0.863376,809.7007,150.96603,0.85168886,781.7241,138.53043,0.80679125,833.90814,161.92825,0.99056506,794.08246,195.67824,0.8869864,774.503,246.1923,0.9245231,735.2157,413.23196,0.96006936
"786",852.02216,77.75883,0.9863756,805.27405,115.46266,0.97217494,833.31744,130.4619,1,815.16516,130.07005,0.8852079,809.8885,151.44249,0.84320986,782.0571,138.56648,0.80413765,833.9781,162.44176,1,794.08246,195.9926,0.89240843,774.503,246.39667,0.91622496,735.2254,413.31702,0.95969373
"787",852.2627,78.404175,0.9835847,805.2769,115.883,0.9848071,833.14496,130.94199,1,815.16516,130.64099,0.89690846,809.8885,151.70694,0.8319118,782.17523,138.80872,0.7875376,833.9781,162.65472,1,794.08246,196.06007,0.8980103,774.6329,246.40588,0.920876,735.2306,413.34555,0.96007127
"788",852.5596,81.054146,0.9877873,805.6992,116.43233,1,833.25,132.64256,1,815.16516,131.88277,0.91375065,809.8885,152.16675,0.82405937,782.17523,139.0966,0.77679527,833.9781,163.00552,1,794.2166,196.32864,0.9057331,774.6914,246.40588,0.920901,735.2306,413.35007,0.96246165
"789",853.0336,84.26014,1,805.77,117.13839,1,833.14496,134.3701,0.9898479,815.18896,133.09404,0.8981941,809.5173,152.728,0.8278154,782.32184,139.51791,0.77226365,833.9398,163.5119,1,794.2166,196.32864,0.90758127,774.6914,246.39667,0.9233955,735.2306,413.34555,0.9635995
"790",853.94995,84.26014,0.94765025,805.86035,117.13839,1,833.14496,134.3701,0.9716203,815.07166,133.09404,0.8898455,809.5173,152.78384,0.8286067,782.32184,139.51791,0.768583,833.8469,163.6806,1,794.2166,196.32864,0.9112318,774.6914,246.36221,0.9264557,735.21674,413.34555,0.96737695
"791",854.0362,84.26014,0.95196915,805.9767,117.13839,1,833.25,134.3701,0.98001397,815.07166,133.09404,0.88908505,809.5173,152.78384,0.8229663,782.32184,139.51791,0.76660496,833.799,163.6806,1,793.99896,196.29172,0.8995314,774.6433,246.28386,0.9273629,735.21674,413.2885,0.9700963
"792",855.0505,82.36178,0.9911334,806.07733,116.67838,1,833.27893,133.96199,1,815.2526,132.89412,0.900111,809.5614,152.78384,0.8174139,782.32184,139.2699,0.7601759,833.7602,163.6806,1,793.5981,196.08957,0.88064116,774.50354,246.26479,0.9302919,735.21674,413.21936,0.9700236
"793",855.2346,81.99682,0.9683795,806.1715,116.61815,1,833.3933,133.78842,1,815.3809,132.6883,0.9080462,809.7466,152.78384,0.8159431,782.4185,139.2699,0.777918,833.56433,163.6806,1,793.4315,195.98311,0.8802715,774.407,246.25453,0.9303122,735.22894,413.1834,0.9699652
"794",855.2346,81.99682,1,806.1715,116.61815,1,833.3933,133.78842,1,815.2526,132.6883,0.9146231,809.7466,152.77649,0.8116366,782.4185,139.2699,0.7778615,833.55927,163.67151,1,793.4315,195.87654,0.88428456,774.2705,246.23003,0.9340924,735.25287,413.1806,0.96730614
"795",855.0505,81.99682,1,806.1715,116.61815,1,833.3933,133.78842,1,815.2526,132.6883,0.90564394,809.7466,152.77649,0.80721617,782.4185,139.28314,0.7746123,833.55383,163.67151,1,793.4315,195.87654,0.8843786,774.2411,246.23003,0.93426174,735.27704,413.1806,0.9648202
"796",854.89923,82.9985,0.9881498,806.00714,116.74577,1,833.1943,134.07657,0.9940421,814.9962,132.89816,0.8937162,809.4371,152.79678,0.81861377,782.40765,139.29819,0.7752185,833.4548,163.83276,0.99806356,793.4315,195.87654,0.88416606,774.2021,246.25012,0.93378836,735.2776,413.17545,0.9650526
"797",854.5252,85.49031,0.97738916,805.9514,116.872154,1,832.953,134.79695,0.98037124,814.8978,133.6455,0.8810246,809.00024,153.03108,0.83251554,782.2359,139.50081,0.775223,833.2186,163.85733,1,793.4315,195.89783,0.8915918,774.2007,246.23003,0.93165636,735.28625,413.1701,0.96439487
"798",854.5062,86.02227,0.961724,805.6083,117.009254,1,832.24677,134.81,0.9942562,814.1387,133.6455,0.8866272,808.5,153.05675,0.85008407,781.8653,139.52057,0.7787086,832.71796,164.21463,0.99556696,792.9137,195.89783,0.8788224,774.1333,246.25012,0.93597806,735.28625,413.1701,0.96443504
"799",854.12854,86.054436,0.9604868,805.14624,117.00992,1,831.7979,135.06636,1,813.82477,133.672,0.89729536,808.11285,153.0699,0.85213846,781.6355,139.6948,0.78662187,832.4206,164.51703,0.9925206,792.455,195.89783,0.86801904,774.0795,246.26015,0.94644934,735.28625,413.20078,0.9632802
"800",854.0908,86.06649,0.9744193,805.0125,117.02176,1,831.7385,135.19518,1,813.72516,133.672,0.90153027,808.085,153.11555,0.8496324,781.4749,139.6948,0.790399,832.3559,164.54836,0.99763995,791.82715,195.8628,0.8525205,773.95416,246.29909,0.941697,735.272,413.2096,0.9675517
"801",853.99805,86.06649,0.9781477,804.6829,117.067696,1,831.4222,135.24425,1,813.3387,133.63425,0.90515697,807.6923,153.18283,0.85844624,781.3563,139.6948,0.8028703,831.951,164.66138,0.98269653,791.26587,195.8628,0.8438636,773.843,246.29909,0.94675696,735.2492,413.2188,0.96852785
"802",853.89197,86.054436,0.9727454,804.59204,117.067696,1,831.29706,135.24425,1,813.2539,133.61671,0.9069873,807.5423,153.18283,0.8572996,781.19617,139.5922,0.7971301,831.7665,164.75262,0.9819769,790.8982,195.75662,0.8305082,773.75775,246.29909,0.94947803,735.18243,413.223,0.97041196
"803",853.7968,85.67511,0.9959395,804.59204,117.067696,1,831.29535,135.24425,1,813.2539,133.5805,0.9008194,807.5423,153.18283,0.8572534,781.1921,139.5922,0.8016958,831.7665,164.76001,0.98182297,790.8982,195.75171,0.8297178,773.6423,246.28033,0.951054,735.18243,413.2296,0.97103953
"804",853.63837,85.33339,1,804.59204,117.022064,1,831.29535,135.14655,1,813.2539,133.56982,0.89985526,807.5423,153.13416,0.8613052,781.16376,139.5922,0.80375206,831.7665,164.76001,0.98613703,790.8982,195.74637,0.8313579,773.6423,246.24222,0.9542868,735.18243,413.2396,0.97164106
"805",853.63837,85.294846,1,804.776,117.022064,1,831.29706,135.14107,1,813.2831,133.56982,0.8975607,807.5778,153.08359,0.8574133,781.1921,139.63754,0.7949438,831.8191,164.75262,0.9878175,791.108,195.74637,0.83787197,773.6423,246.23875,0.9525815,735.1882,413.2396,0.96915394
"806",853.63837,85.236084,1,805.07355,117.022064,1,831.65826,135.08104,1,813.5913,133.56982,0.89933884,807.7683,153.03754,0.85622525,781.19617,139.64388,0.7878093,832.0916,164.61038,0.9953269,791.44965,195.74637,0.8455265,773.73206,246.2188,0.95239484,735.1961,413.2296,0.9728827
"807",853.74066,85.236084,1,805.40155,117.1724,1,832.1044,135.08104,1,814.08234,133.7051,0.90105295,808.0373,153.03754,0.8548996,781.36304,139.76218,0.7891043,832.4378,164.58598,0.9979497,792.21,195.78493,0.86109096,773.95636,246.17459,0.95330644,735.1961,413.14752,0.9731479
"808",853.8496,85.236084,0.99984175,805.5909,117.40034,1,832.45105,135.08104,1,814.462,133.75085,0.9010119,808.2826,153.03754,0.8485318,781.4671,139.86299,0.77841616,832.64215,164.58598,1,792.7596,196.13763,0.87001914,774.10474,246.17459,0.95693994,735.1961,413.1136,0.9738925
"809",853.8763,85.4153,0.9911576,805.6301,117.52839,1,832.6524,135.21599,0.9969749,814.5222,133.81483,0.8950033,808.40704,153.18364,0.84615654,781.58527,139.90714,0.77433497,832.8024,164.53532,0.9990347,793.2272,196.23524,0.88002914,774.2409,246.17459,0.95629704,735.19226,413.11124,0.97584045
"810",854.26013,86.256805,0.95649624,805.6875,117.73582,1,832.9486,135.2463,0.9834734,814.7007,133.81483,0.8917422,808.54865,153.18364,0.8378056,781.67584,139.93344,0.7707968,832.9409,164.52222,0.9965421,793.40497,196.46814,0.8950882,774.2409,246.17459,0.95265293,735.08966,412.9671,0.9757454
"811",854.26013,86.256805,0.9545163,805.7489,118.006325,0.99519706,833.16705,135.2463,0.97454077,814.9472,133.81483,0.88879603,808.5887,153.18364,0.8366647,781.7064,139.94534,0.7715873,832.9554,164.53532,0.9989028,793.40497,196.51633,0.88888854,774.2409,246.17459,0.9543925,735.0861,412.9671,0.9715717
"812",854.26013,86.256805,0.97289723,805.7881,118.017784,0.99729156,833.16705,135.28117,0.9711455,814.9562,133.76492,0.8883109,808.63525,153.17036,0.838532,781.7292,139.94534,0.7755605,833.0313,164.54047,1,793.4763,196.51633,0.88688093,774.2336,246.14539,0.95608306,735.0861,412.9671,0.9717367
"813",854.18475,85.822266,1,805.7964,118.02428,0.99836814,833.16705,135.2463,0.9749832,815.19885,133.73138,0.8911926,808.6854,153.16473,0.8345611,781.7766,139.958,0.77879184,833.0984,164.54047,1,793.4763,196.46814,0.8816577,774.11475,246.1118,0.9581666,735.0861,413.0305,0.9711797
"814",854.18475,85.76411,1,805.7881,118.086464,0.99786943,832.95325,135.07904,0.9699879,815.2876,133.7162,0.89212537,808.7629,153.16473,0.8346713,781.79767,139.958,0.777709,833.1072,164.56561,1,793.5923,196.38481,0.88816583,774.0905,246.08307,0.9624684,735.0667,413.0305,0.9689663
"815",854.1675,85.57346,1,805.7881,118.14213,0.9953537,832.95325,135.07181,0.9750311,815.2876,133.73138,0.8903245,808.7629,153.17036,0.83479047,781.79767,139.96509,0.77932996,833.1072,164.61084,1,793.61755,196.38481,0.8872915,774.0679,246.08307,0.96333814,735.017,413.0305,0.96913683
"816",854.1675,85.47968,1,805.7537,118.086464,0.9929528,832.95325,134.9971,0.97960955,815.2876,133.73138,0.89191914,808.7629,153.21156,0.83251035,781.7856,140.06027,0.7795649,833.1072,164.63904,1,793.6249,196.28256,0.88015395,774.06616,246.07068,0.9614476,735.017,413.03214,0.97007906
"817",853.70184,85.47968,1,805.53723,118.086464,0.99388146,832.95325,134.97447,0.98283726,815.0436,133.6925,0.89237344,808.5936,153.26047,0.83409524,781.7856,140.08093,0.78034717,833.0796,164.63904,1,793.6249,196.38481,0.87829447,774.01526,246.07068,0.96051717,735.017,413.03214,0.96907514
"818",853.30896,85.47968,1,805.25714,117.95028,0.9927358,832.9448,134.97447,0.9891019,814.9306,133.6925,0.88943267,808.52844,153.26047,0.8356671,781.75433,140.0994,0.78174305,833.056,164.63904,1,793.6249,196.38481,0.87254924,773.9447,246.09685,0.95302606,735.0306,413.0551,0.96856594
"819",853.3046,85.603836,1,805.11414,117.91349,0.9880082,832.9448,134.96283,0.9892985,814.79663,133.6925,0.887728,808.5191,153.26047,0.83619356,781.6804,140.14223,0.7878072,833.0242,164.60445,1,793.3774,196.30122,0.87494713,773.92773,246.09685,0.95677996,735.0715,413.06897,0.9678159
"820",853.1927,85.603836,1,805.042,117.90815,0.9904494,832.8665,134.96283,0.9867674,814.7527,133.67009,0.88892025,808.4993,153.25418,0.836106,781.671,140.16359,0.7895989,833.00397,164.51363,1,793.30304,196.24275,0.8744511,773.89557,246.09985,0.9574826,735.0888,413.07053,0.9688655
"821",853.1666,85.603836,1,804.9724,117.90456,0.99502194,832.86414,134.92822,0.9881591,814.74335,133.66351,0.89018106,808.4635,153.22969,0.83963346,781.671,140.22568,0.7918876,832.96173,164.46951,1,793.2461,196.30122,0.87552583,773.83716,246.09985,0.9578959,735.1121,413.07053,0.9674859
"822",853.1464,85.66811,1,804.8756,117.90456,0.9941263,832.71716,134.92822,0.9912846,814.62604,133.66351,0.89216584,808.40454,153.22969,0.8425513,781.671,140.2856,0.7942292,832.896,164.46951,1,793.1818,196.25105,0.87460065,773.83716,246.09132,0.9591352,735.14636,413.07053,0.9637115
"823",853.017,85.50873,1,804.8492,117.83711,0.99663675,832.5936,134.92822,0.99383605,814.5189,133.66351,0.8953171,808.3385,153.22969,0.8434895,781.6728,140.29164,0.791364,832.76654,164.46951,1,793.04004,196.24275,0.87692577,773.83716,246.08871,0.95956767,735.15753,413.06143,0.96633655
"824",853.017,85.50265,1,804.84125,117.83257,1,832.53516,134.92822,0.9916657,814.451,133.70695,0.89522636,808.3034,153.21695,0.84380555,781.6728,140.29164,0.7919677,832.76166,164.57013,1,793.04004,196.23994,0.88041264,773.8257,246.08871,0.95977676,735.16376,413.06143,0.9611245
"825",853.017,85.50265,1,804.84125,117.83257,0.9996443,832.53516,134.92822,0.99402815,814.451,133.73386,0.8956439,808.3034,153.24438,0.8441454,781.6728,140.30745,0.79057485,832.76166,164.57112,1,793.0265,196.25105,0.88100904,773.8399,246.07991,0.95966214,735.17065,413.06143,0.9609022
"826",853.0787,85.38314,1,804.84125,117.83257,0.9953208,832.53516,134.93,0.99499667,814.451,133.74585,0.8965161,808.3034,153.2601,0.84575564,781.67444,140.30745,0.7878243,832.76654,164.58833,1,793.0265,196.25105,0.88261515,773.8534,246.07953,0.9585793,735.18365,413.0716,0.9603666
"827",853.4858,85.20512,1,805.3761,117.96411,0.99070805,832.736,134.89066,0.9963715,814.61395,133.75029,0.89110565,808.3981,153.2601,0.8343435,781.6747,140.30887,0.7874885,832.794,164.74326,1,793.0265,196.51602,0.8803646,773.955,246.07953,0.9616841,735.18365,413.07626,0.95856047
"828",853.6462,84.94368,1,805.51184,117.96623,0.98402226,832.98047,134.8757,0.9924793,814.80023,133.75029,0.888451,808.4649,153.26431,0.830421,781.6747,140.30887,0.78756493,832.8281,164.75903,1,793.2341,196.59436,0.88082224,773.955,246.06409,0.96135676,735.185,413.07626,0.95919347
"829",853.85144,84.588905,0.9897642,805.6205,118.020195,0.98511076,833.05664,134.8757,0.98747134,814.80023,133.75029,0.886507,808.6969,153.26431,0.82177997,781.8389,140.39815,0.78114283,832.99,164.75903,1,793.2528,196.60092,0.8857014,773.9573,246.07991,0.9628024,735.2001,413.07626,0.9618666
"830",854.01135,84.27559,0.99095434,805.84424,118.03082,0.9929384,833.2068,134.81168,0.9908552,814.90424,133.68015,0.8864727,808.7683,153.26431,0.8179649,781.91016,140.40675,0.7724805,833.0626,164.75903,1,793.29,196.64491,0.8802239,773.9753,246.09532,0.9601474,735.20087,413.0203,0.9637431
"831",854.1571,84.13003,0.9942919,805.8817,118.05233,0.98900115,833.32404,134.72655,0.9981054,814.90424,133.55025,0.8917296,808.9164,153.25589,0.8143929,782.58093,140.94876,0.77301544,833.1843,164.75903,1,793.5804,196.68169,0.8813517,773.9753,246.09645,0.9600119,735.2001,413.0203,0.967166
"832",854.1571,84.13003,0.9867281,805.94196,118.13688,0.9898504,833.2811,134.72655,1,814.86707,133.55025,0.89967775,809.02655,153.25589,0.81111276,782.58093,141.07893,0.77560246,833.30945,164.75903,1,793.7884,196.7173,0.8853554,774.02704,246.13144,0.95599437,735.21826,413.0203,0.96370566
"833",854.1571,84.13003,1,805.94196,118.13688,0.9874874,833.2811,134.72655,0.9983884,814.8415,133.55025,0.8970074,809.02655,153.25589,0.8115476,782.58093,141.10652,0.7766587,833.31055,164.77448,1,793.7884,196.72324,0.8849625,774.03973,246.13306,0.9536741,735.21826,413.02036,0.9662709
"834",853.75195,84.59098,1,805.94196,118.13688,0.9849588,833.32404,134.72655,0.9876299,814.86707,133.6054,0.8939079,809.02655,153.4068,0.80792284,782.5697,141.10652,0.7807951,833.31055,164.77448,1,793.7884,196.81367,0.8872752,774.03973,246.13306,0.95152974,735.1968,413.0371,0.967278
"835",853.48376,84.61857,1,805.4877,118.16388,0.9874667,833.32404,134.84592,0.98400664,814.86707,133.64299,0.8879094,808.958,153.42471,0.8121057,782.502,141.10652,0.7784254,833.31055,164.77448,1,793.78656,196.81367,0.8779103,774.03973,246.13144,0.948455,735.175,413.05203,0.96421736
"836",853.1617,84.63252,1,805.3687,118.212234,0.9913888,833.2811,134.88464,0.97974384,815.0976,133.73698,0.88717407,808.8873,153.42535,0.8136372,781.98724,140.72708,0.77624893,833.2503,164.7231,1,793.6109,196.81367,0.8745686,773.99725,246.12082,0.9495989,735.1735,413.0548,0.9626506
"837",853.1617,84.748474,1,805.1586,118.212234,0.9976796,833.2452,134.88464,0.9798519,815.0976,133.80103,0.8866923,808.65985,153.51982,0.8185403,781.98724,140.72708,0.7826236,833.1565,164.7231,1,793.46185,196.79274,0.86937225,773.99664,246.11763,0.95245326,735.1714,413.0548,0.9624959
"838",853.1617,85.30578,1,805.11127,118.24978,0.99815017,833.2843,135.02338,0.98193836,815.0976,133.81516,0.88760203,808.65985,153.51982,0.8192515,781.9471,140.72708,0.7844479,833.1077,164.7231,1,793.3366,196.75917,0.86873084,773.9843,246.10916,0.95273995,735.12714,413.07413,0.955203
"839",853.43634,86.33735,0.9534145,805.09045,118.51694,1,833.2616,135.96318,0.9468841,815.0559,134.16583,0.88250965,808.65985,153.51982,0.8158489,781.9323,140.94815,0.7882517,832.8539,165.01508,1,793.14044,196.75917,0.8665894,773.9837,246.10907,0.9535794,735.08777,413.07413,0.9650585
"840",853.5601,86.33735,0.982628,805.054,118.51694,1,833.2477,135.96318,0.9497397,815.0218,134.30238,0.8788819,808.9022,152.80107,0.8191141,781.9321,141.11179,0.78828907,832.8314,165.07426,1,792.95135,196.75917,0.86391187,773.9591,246.10907,0.95410097,735.08777,413.0933,0.9640462
"841",853.9536,86.33735,0.9596613,805.054,118.51694,1,833.2616,135.96318,0.9527797,814.9839,134.30238,0.87780136,808.9022,152.80107,0.82022405,781.9321,141.11179,0.78843117,832.7307,165.07867,1,792.79614,196.75917,0.8599042,773.9432,246.10432,0.9553869,735.08777,413.09146,0.96485656
"842",854.0772,86.31981,0.96039087,805.054,118.48648,1,833.2843,135.80241,0.95489055,814.9839,134.30238,0.8769603,808.9022,152.80107,0.8197273,781.9321,141.11179,0.7888325,832.7307,165.07426,1,792.7776,196.75917,0.85537827,773.86865,246.10432,0.9555443,735.12036,413.0933,0.9594791
"843",854.0772,85.91052,0.9659791,805.14465,118.27412,1,833.2616,135.53735,0.9644728,814.9839,134.0761,0.8842889,808.7017,153.4636,0.81870925,781.9321,140.80756,0.7881345,832.7307,165.07426,1,792.7776,196.77142,0.8590282,773.85516,246.10907,0.95916516,735.15045,413.0933,0.9634438
"844",854.2372,85.70977,0.96063614,805.5498,118.27412,0.99521303,833.35504,135.33739,0.96712464,814.9839,133.81396,0.8930937,808.7017,153.57748,0.8212446,781.9378,140.80756,0.7844713,832.83875,164.98233,1,792.7776,196.78232,0.85993767,773.8362,246.1155,0.95981824,735.1685,413.20447,0.962446
"845",854.2908,85.265366,0.95106846,805.60223,118.27412,0.99046564,833.37524,135.33739,0.9709772,815.0782,133.81396,0.88936627,808.7017,153.67682,0.8161352,782.0421,140.80756,0.7783107,833.0441,164.98233,1,792.94586,196.81514,0.857866,773.8218,246.14145,0.96137106,735.19165,413.34122,0.9619613
"846",854.2908,85.265366,0.95622784,805.7025,118.36978,0.98474205,833.4959,135.33739,0.9788852,815.16754,133.81396,0.8958331,808.9487,153.67682,0.80919087,782.79254,141.14902,0.77705044,833.3043,164.98233,1,793.1148,196.81514,0.85457826,773.8218,246.14145,0.96052897,735.217,413.3542,0.9641281
"847",854.2908,85.265366,0.96559507,805.8297,118.46897,0.99022305,833.4959,135.36345,0.97963667,815.1918,133.92671,0.89984787,808.98883,153.67682,0.80221033,782.95703,141.15398,0.78235143,833.4609,165.07689,1,793.3506,196.8638,0.8675207,773.8218,246.14145,0.95759684,735.217,413.39062,0.96811813
"848",854.498,85.492256,0.9595632,805.94116,118.540276,0.99475396,833.5078,135.52109,0.9739145,815.1918,134.04507,0.901821,809.0375,153.67682,0.8020754,783.0347,141.19238,0.7859175,833.55237,165.07689,1,793.609,196.8638,0.8718775,773.8233,246.13835,0.95297873,735.217,413.39062,0.96623456
"849",854.3498,85.51357,0.97339857,806.0466,118.64762,0.98859733,833.63464,135.52109,0.97265387,815.4304,134.04507,0.90319395,809.18195,153.57196,0.8024252,783.25696,141.19238,0.78640765,833.64764,165.07689,1,793.79443,196.8251,0.87278324,773.8249,246.13492,0.95446795,735.19165,413.39062,0.9679713
"850",854.5226,85.53432,0.9779826,806.0529,118.64762,0.99227476,833.6529,135.52109,0.97926897,815.4304,134.04507,0.9160337,809.18567,153.55371,0.80019027,783.25696,141.19238,0.79442537,833.7382,164.94604,1,793.79443,196.7982,0.8753924,773.8866,246.13492,0.95325917,735.17944,413.36154,0.9685474
"851",854.576,85.53432,0.9708119,806.0529,118.64762,0.9936199,833.654,135.52109,0.9806306,815.4634,134.05984,0.91362524,809.8098,152.63177,0.80310094,783.25696,141.23734,0.79632515,833.7382,164.94604,1,793.79443,196.80843,0.8814524,773.92633,246.1276,0.95684236,735.1596,413.33102,0.96898335
"852",854.576,85.51357,0.9713065,806.0859,118.57853,0.9915767,833.6965,135.51631,0.98192096,815.4634,134.0111,0.91005623,809.2071,153.42377,0.80228055,783.2498,141.1807,0.7944327,833.7382,164.93953,1,793.7605,196.7956,0.87949246,773.92633,246.1276,0.957087,735.1739,413.29767,0.9679133
"853",854.6142,85.29534,0.9698693,806.0529,118.57853,0.9865409,833.654,135.51631,0.9789783,815.4552,133.98247,0.9066893,809.18567,153.54814,0.7994392,783.2484,141.1807,0.7943104,833.7253,164.93953,1,793.68463,196.7956,0.8795461,773.92633,246.1217,0.95768267,735.15546,413.29767,0.9692782
"854",854.6455,85.154045,0.9697724,805.9552,118.548744,0.9890075,833.654,135.55333,0.98848164,815.4214,133.98247,0.9148437,809.18567,153.54814,0.80664814,783.2457,141.21387,0.79690915,833.7086,164.94604,1,793.65485,196.80206,0.8778927,773.9099,246.1217,0.9556708,735.14984,413.29767,0.96836984
